[SNID] Subject,[PT] Subject,Subject,Predicate,[SNID] Object,[PT] Object,Object,Sentence,Location,#Docs,Doc#,Doc,Source,#Hits,Hit#,Hit
nlm.D011143,Polyvinyl Chloride,polyvinyl chloride,tubing,ncbi.25886,POC1A,soft,Di(2-ethylhexyl) phthalate (DEHP) is used to make polyvinyl chloride (PVC) plastic tubing soft and flexible.,Standard Abstract,1,1,15345350,https://www.ncbi.nlm.nih.gov/pubmed/15345350,1,1,Di(2-ethylhexyl) phthalate (DEHP) is used to make polyvinyl chloride (PVC) plastic tubing soft and flexible. ... eng
nal_thesaurus.211278,interleukin-1beta,IL-1beta,regulating,ncbi.5328,PLAU,u-PA,"We investigated the role of IL-1beta in regulating u-PA, PAI-1, u-PAR, and soluble u-PAR messenger ribonucleic acid (mRNA) expression in cultured human endometrial stromal cells using quantitative competitive PCR.",Standard Abstract,1,1,11238529,https://www.ncbi.nlm.nih.gov/pubmed/11238529,1,1,"The interleukin-1 (IL-1) system plays an integral role in local intercellular interactions during implantation.... We investigated the role of IL-1beta in regulating u-PA, PAI-1, u-PAR, and soluble u-PAR messenger ribonucleic acid (mRNA) expression in cultured human endometrial stromal cells using quantitative competitive PCR.... eng"
nlm.D015742,Propofol,propofol,enhances,ncbi.7001,PRDX2,PRP,"These data suggest that propofol enhances PRP via activation of reverse mode NCX, but attenuates Ca2+ removal from the cytosol via inhibition of forward mode NCX in diabetic cardiomyocytes.",Standard Abstract,1,1,17264725,https://www.ncbi.nlm.nih.gov/pubmed/17264725,1,1,"The authors' objective was to identify the role of the Na+-Ca2+ exchanger (NCX) in mediating the contractile dysfunction observed in diabetic cardiomyocytes before and after exposure to propofol.... These data suggest that propofol enhances PRP via activation of reverse mode NCX, but attenuates Ca2+ removal from the cytosol via inhibition of forward mode NCX in diabetic cardiomyocytes.... eng"
nal_thesaurus.7813,peptides,all cICAT-peptides,studied,ncbi.8517,IKBKG,[IP+3H]3+,"ESI and CAD conditions for MRM of [IP+3H]3+ were optimized, and, for all cICAT-peptides studied, MRM using [IP+3H]3+ as precursors showed 2- to 8-fold higher sensitivity than obtained using [IP+2H]2+, without compromising quantitative accuracy.",Standard Abstract,1,1,16155978,https://www.ncbi.nlm.nih.gov/pubmed/16155978,1,1,"Isotope-coded affinity tag (ICAT) methods, in conjunction with capillary liquid chromatography/tandem mass spectrometry (LC/MS/MS), represent a promising approach for accurate protein quantification.... ESI and CAD conditions for MRM of [IP+3H]3+ were optimized, and, for all cICAT-peptides studied, MRM using [IP+3H]3+ as precursors showed 2- to 8-fold higher sensitivity than obtained using [IP+2H]2+, without compromising quantitative accuracy.... eng"
nal_thesaurus.59952,ubiquitin,ubiquitin conjugates,lacking,ncbi.5710,PSMD4,Rpn10,We then sequenced ubiquitin conjugates from cells lacking Rpn10 (rpn10Delta) and identified 54 proteins that were uniquely recovered from rpn10Delta cells.,Standard Abstract,1,1,15699485,https://www.ncbi.nlm.nih.gov/pubmed/15699485,1,1,The polyubiquitin receptor Rpn10 targets ubiquitylated Sic1 to the 26S proteasome for degradation.... We then sequenced ubiquitin conjugates from cells lacking Rpn10 (rpn10Delta) and identified 54 proteins that were uniquely recovered from rpn10Delta cells.... eng
nal_thesaurus.6220,glucose,glucose polymers,linked together,ncbi.728695,SPANXB1,β 1-3,All β-glucans are glucose polymers linked together by a (β 1-3) linear β-glycosidic chain core and they differ by their length and branching structures.,Standard Abstract,1,1,23140353,https://www.ncbi.nlm.nih.gov/pubmed/23140353,1,1,"β-glucans belong to a group of polysaccharides located in the cell wall of bacteria, fungi including mushrooms, as well as cereals such as barley and oats. All β-glucans are glucose polymers linked together by a (β 1-3) linear β-glycosidic chain core and they differ by their length and branching structures.... eng"
chebi.27899,cisplatin,cisplatin,reacting,ncbi.84909,AOPEP,apo-MT,"The k value for cisplatin reacting with apo-MT was approximately 0.14 M-1 s-1, Cd/Zn-MT approximately 0.75 M-1 s-1, Cd7-MT approximately 0.53 M-1 s-1, and Zn7-MT approximately 0.65 M-1 s-1.",Standard Abstract,1,1,12814969,https://www.ncbi.nlm.nih.gov/pubmed/12814969,1,1,"The binding of cisplatin to metallothionein (MT) was investigated at 37 degrees C in 10 mM Tris-NO3 (pH approximately 7.4) and 4.62 mM NaCl.... The k value for cisplatin reacting with apo-MT was approximately 0.14 M-1 s-1, Cd/Zn-MT approximately 0.75 M-1 s-1, Cd7-MT approximately 0.53 M-1 s-1, and Zn7-MT approximately 0.65 M-1 s-1.... eng"
nlm.D002784_group_4_18a04f5e6434cc2aa01a03e975316a4e,Cholesterol,serum total-cholesterol level,decreased,ncbi.8706,B3GALNT1,p,"Blood pressure and serum total-cholesterol level decreased (p < 0.001) during the period studied, although triglyceride levels (p < 0.001) increased.",Standard Abstract,1,1,20361378,https://www.ncbi.nlm.nih.gov/pubmed/20361378,1,1,"The aims of the study were to determine time trends in cardiovascular risk factors among young Austrian males between 1986 and 2005 and to examine socioeconomic and geographic differences.... Blood pressure and serum total-cholesterol level decreased (p < 0.001) during the period studied, although triglyceride levels (p < 0.001) increased.... eng"
nal_thesaurus.4142,adenosine,adenosine,significantly improved,ncbi.9092,SART1,HAF,"HA infusion of adenosine significantly improved HAF (p < .0001), reversed pathological changes and significantly improved survival (p = .05).",Standard Abstract,1,1,19877203,https://www.ncbi.nlm.nih.gov/pubmed/19877203,1,1,"The aim of the study is to define the role of the HABR in the pathophysiology of the SFS liver graft and to demonstrate that restoration of hepatic artery flow (HAF) has a significant impact on outcome and improves survival.... HA infusion of adenosine significantly improved HAF (p < .0001), reversed pathological changes and significantly improved survival (p = .05).... eng"
nal_thesaurus.8457,morphine,morphine,facilitated,ncbi.4282,MIF,MIF,In addition the administration of L-DOPA and morphine facilitated the effect of MIF while preliminary administration of MIF blocked the effect of morphine given in threshold doses.,Standard Abstract,1,1,6132624,https://www.ncbi.nlm.nih.gov/pubmed/6132624,1,1,"The effect of melanostatin (MIF), L-DOPA and morphine on the behaviour and electrical activity in the neocortex and lymbic structures in rats has been strudied.... In addition the administration of L-DOPA and morphine facilitated the effect of MIF while preliminary administration of MIF blocked the effect of morphine given in threshold doses.... rus"
nlm.D005996,Nitroglycerin,nitroglycerin pre-treatment,alleviates,ncbi.159371,SLC35G1,post-ischaemic,"Although nitroglycerin pre-treatment alleviates post-ischaemic myocardial stunning, our results suggest that it does not affect the myocardial performance of healthy individuals during exercise performed in the second window of protection, independently of the training status of the individuals.",Standard Abstract,1,1,17786692,https://www.ncbi.nlm.nih.gov/pubmed/17786692,1,1,"Nitroglycerin induces the so-called second window of protection (SWOP), which alleviates myocardial damage and stunning after ischaemia/reperfusion.... Although nitroglycerin pre-treatment alleviates post-ischaemic myocardial stunning, our results suggest that it does not affect the myocardial performance of healthy individuals during exercise performed in the second window of protection, independently of the training status of the individuals.... eng"
nlm.D015230,Prostaglandin D2,PGD2 metabolites,bind,ncbi.5468,PPARG,peroxisome proliferator-activated receptor γ,PGD2 metabolites bind to peroxisome proliferator-activated receptor γ (PPARG).,Standard Abstract,1,1,24729479,https://www.ncbi.nlm.nih.gov/pubmed/24729479,1,1,"Our earlier work showed that knockout of hematopoietic prostaglandin D synthase (HPGDS, an enzyme that produces prostaglandin D2) caused more adenomas in Apc(Min/+) mice.... PGD2 metabolites bind to peroxisome proliferator-activated receptor γ (PPARG). ... eng"
nal_thesaurus.126796,proteasome endopeptidase complex,proteasome inhibition,studying,ncbi.642559,POU5F1P3,OCT4,These data give insights into how proteasome inhibition contributes to studying ubiquitnation of OCT4.,Standard Abstract,1,1,26958616,https://www.ncbi.nlm.nih.gov/pubmed/26958616,1,1,"DPF2, also named ubi-d4/requiem (REQU), interacts with a protein complex containing OCT4.... These data give insights into how proteasome inhibition contributes to studying ubiquitnation of OCT4. ... eng"
nlm.D038362,Glycogen Synthase Kinase 3,GSK-3,allows,ncbi.1499,CTNNB1,beta-catenin,This suggests that GSK-3 keeps beta-catenin levels low in unstimulated B cells and that BCR-induced inhibition of GSK-3 allows the accumulation of beta-catenin.,Standard Abstract,1,1,12097378,https://www.ncbi.nlm.nih.gov/pubmed/12097378,1,1,Beta-catenin is a transcriptional activator that is regulated by glycogen synthase kinase-3 (GSK-3).... This suggests that GSK-3 keeps beta-catenin levels low in unstimulated B cells and that BCR-induced inhibition of GSK-3 allows the accumulation of beta-catenin. ... eng
nlm.D005990,Glycerol,6% glycerol,depressed,ncbi.4948,OCA2,P,"The inclusion of 6% glycerol depressed (P<0.05) motility of canine sperm, but there was no effect (P>0.05) of glycerol concentration on the percentage of motile equine sperm.",Standard Abstract,1,1,16725973,https://www.ncbi.nlm.nih.gov/pubmed/16725973,1,1,"Two experiments were conducted to evaluate the effects of six extenders and three glycerol levels on the motility of sperm stored at 5 degrees C. Using a split-ejaculated design, semen from 10 dogs and 12 stallions was extended with egg-yolk-tris (EYT), egg-yolk-bicarbonate (EGB), Beltsville F-3 (BF-3), Cornell University (CUE), caprogen (CAP) and heated skim milk (SM) extenders.... The inclusion of 6% glycerol depressed (P<0.05) motility of canine sperm, but there was no effect (P>0.05) of glycerol concentration on the percentage of motile equine sperm.... eng"
nlm.D013407,Sulbactam,i.v. ampicillin/sulbactam,well tolerated,ncbi.5269,SERPINB6,CAP,Azithromycin i.v. followed by oral form given in addition to i.v. ampicillin/sulbactam was effective and well tolerated in patients with CAP who required hospital care.,Standard Abstract,1,1,18467250,https://www.ncbi.nlm.nih.gov/pubmed/18467250,1,1,"The efficacy and safety of intravenous (i.v.) azithromycin followed by the oral form, given in addition to i.v. ampicillin-sulbactam, were evaluated in 151 patients hospitalized due to community-acquired pneumonia (CAP).... Azithromycin i.v. followed by oral form given in addition to i.v. ampicillin/sulbactam was effective and well tolerated in patients with CAP who required hospital care. ... eng"
nal_thesaurus.136563,cathepsin L,cathepsin L activity,proven,ncbi.27,ABL2,Z-Phe-Arg-AMC,The amount of cathepsin B activity exceeded by far that of cathepsin L activity as proven by measurement with Z-Phe-Arg-AMC in the presence of the inhibitor Z-Phe-Phe-CHN2:95-98% of cathepsin B activity vs 2-5% of cathepsin L activity were determined.,Standard Abstract,1,1,7612192,https://www.ncbi.nlm.nih.gov/pubmed/7612192,1,1,"In a series of pairs of lung tumor tissue and non-tumor lung parenchyma from 50 patients, the activity of cathepsin L was measured with Z-Phe-Arg-AMC using the inhibitor CA-074 to delimitate from cathepsin B activity also present in the tissue extracts.... The amount of cathepsin B activity exceeded by far that of cathepsin L activity as proven by measurement with Z-Phe-Arg-AMC in the presence of the inhibitor Z-Phe-Phe-CHN2:95-98% of cathepsin B activity vs 2-5% of cathepsin L activity were determined.... eng"
nlm.D004132,Diflubenzuron,dimilin,caused,ncbi.4948,OCA2,p,Results showed that dimilin caused a significant (p<0.01) reduction in both the length and the weight of juveniles.,Standard Abstract,1,1,15149123,https://www.ncbi.nlm.nih.gov/pubmed/15149123,1,1,"Recently, dimilin was found to be effective on Culex pipiens (Diptera: Culicidae).... Results showed that dimilin caused a significant (p<0.01) reduction in both the length and the weight of juveniles.... eng"
chebi.81580,Prolactin,Prolactin,greatly induced,ncbi.6772,STAT1,STAT1,"Prolactin modestly or IFN-gamma greatly induced tyrosine phosphorylation of STAT1, and both were suppressed by JAK inhibitor.",Standard Abstract,1,1,17255201,https://www.ncbi.nlm.nih.gov/pubmed/17255201,1,1,"Psoriasis vulgaris is an autoimmune dermatosis characterized by type 1 T cell infiltration.... Prolactin modestly or IFN-gamma greatly induced tyrosine phosphorylation of STAT1, and both were suppressed by JAK inhibitor.... eng"
nlm.D003911_group_3_ab841b88d532a42a38e5434b95ee9c1d,Dextrans,Dextran 40,graduated,ncbi.2729,GCLC,GCS,"Alternative methods of prophylaxis included low-dose heparin (5000 IU subcutaneously) - two studies, Dextran 40 - one study, graduated compression stockings (GCS) and intermittent pneumatic compression devices (IPCD) - one study.",Standard Abstract,1,1,29161465,https://www.ncbi.nlm.nih.gov/pubmed/29161465,1,1,"Venous thromboembolism (VTE) is a serious but preventable cause of morbidity and mortality.... Alternative methods of prophylaxis included low-dose heparin (5000 IU subcutaneously) - two studies, Dextran 40 - one study, graduated compression stockings (GCS) and intermittent pneumatic compression devices (IPCD) - one study.... eng"
nlm.D053495,Osteopontin,secreted phosphoprotein 1,also called,ncbi.6696,SPP1,osteopontin,"Several genetic markers have been associated with milk yield or composition, including polymorphisms in secreted phosphoprotein 1 (SPP1; also called osteopontin), growth hormone receptor (GHR), casein S1 (CSN1S1), diacylglycerol O-acyltransferase 1 (DGAT1), peroxisome proliferator-activated receptor gamma co-activator-1alpha (PPARGC1A), and ATP-binding cassette subfamily G (white) member 2 (ABCG2).",Standard Abstract,1,1,17179534,https://www.ncbi.nlm.nih.gov/pubmed/17179534,1,1,"The objectives of this study were to 1) estimate the allelic frequencies in US beef cattle of 6 DNA markers reported to be associated with variation in dairy production traits; and 2) evaluate the association of these markers with beef production traits. Several genetic markers have been associated with milk yield or composition, including polymorphisms in secreted phosphoprotein 1 (SPP1; also called osteopontin), growth hormone receptor (GHR), casein S1 (CSN1S1), diacylglycerol O-acyltransferase 1 (DGAT1), peroxisome proliferator-activated receptor gamma co-activator-1alpha (PPARGC1A), and ATP-binding cassette subfamily G (white) member 2 (ABCG2).... eng"
